Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	codon_0.treeLikelihood	codon_1.treeLikelihood	codon_2.treeLikelihood
1020000	-6054.008849187683	-5466.831081900156	-587.177767287527	0.47272856692304754	0.2558298138433408	0.08788145803247127	0.18356016120113933	0.32936402503845635	0.42222230351128465	0.09795806351628969	0.15045560793396953	0.26903950942028615	0.40445052109717305	0.08170976880871204	0.24480020067382885	12.096053057087051	2.843029744644109	2.791077947575458	0.6688743992198937	0.9622275609505253	1.367321251254437	0.0024760077459387996	37.39566324452349	52.80239146302771	-1435.39225829904	-1778.6486687378797	-2252.790154863237
1027500	-6080.904930567566	-5479.16503673948	-601.7398938280866	0.46111546589473706	0.2296540088737401	0.09372914025816331	0.21550138497335825	0.30139728422327183	0.4267580502037488	0.10235502585327136	0.16948963971970832	0.32088937755633	0.36995667443001584	0.07417415835185907	0.23497978966179514	9.459108281132677	2.782020511650453	9.352481349852653	0.6377608277639907	1.0081888343772911	1.352325389419498	0.002407243686949469	39.089734074293695	55.216276283971474	-1433.6464501053424	-1779.4345646908464	-2266.0840219432903
1035000	-6111.400203031875	-5502.20784286366	-609.1923601682156	0.48968904687763837	0.2453486301667482	0.09535971078052623	0.16960261217508596	0.269286552877121	0.44709639882797114	0.10210362667887554	0.18151342161603265	0.31993005447543615	0.3742578502221485	0.08356179983249495	0.22225029546992045	9.459108281132677	1.0980735834508637	6.393536662718701	0.7716291831485274	0.9323074785020578	1.2949758582691686	0.0023223160093009468	40.870984329269035	54.29467584776275	-1446.8224613540967	-1793.4628109112573	-2261.922570598306
1042500	-6082.485370928106	-5479.520089483598	-602.9652814445079	0.4888806647266728	0.2290608908598188	0.1163807649416012	0.16567767947190604	0.28902021267712463	0.44597468499473036	0.09516500892668783	0.16984009340145761	0.32398324215701824	0.3790764220457849	0.0670759827978563	0.22986435299934058	8.851813434299425	2.0549151176383655	3.671291825163832	0.7435410676987585	0.8915544654619573	1.3636832338283247	0.0022053589244140897	44.10511820085029	57.71674902841009	-1430.2818212214906	-1778.9852243416044	-2270.253043920503
1050000	-6078.255486819553	-5485.651431856271	-592.6040549632821	0.4748681172505182	0.2509702543870556	0.12856756733846658	0.14559406102395833	0.3076039513041639	0.44583101252004864	0.0794136758554734	0.16715136032031447	0.2706801223643036	0.4022635618451538	0.0936052995944013	0.2334510161961414	9.550690537983144	5.581548361394695	4.277196448783516	0.6210484360493906	0.9760716310226277	1.4010754016710727	0.002076563127508784	38.59720944263106	57.39937888654564	-1450.1917917813455	-1783.9615796882274	-2251.4980603866984
1057500	-6066.330530858206	-5469.1436457163545	-597.1868851418512	0.4879528724526923	0.23340189510871368	0.11257885108044388	0.16606638135814883	0.2976907020939888	0.4471087217014639	0.08405250390242755	0.17114807230212037	0.3035549066820381	0.4016174673168496	0.07710292443523462	0.2177247015658778	8.428938619891651	2.32357232232844	3.9060924780475306	0.6514226972734818	0.9883359590672305	1.3585814517415415	0.002089100529470271	35.3457017462894	57.05653096029009	-1429.4391240912946	-1779.5770357976978	-2260.1274858273623
1065000	-6071.389947299796	-5464.122972745428	-607.2669745543681	0.4422179663201971	0.2732135616381792	0.09257973834165704	0.1919887336999654	0.3174337969625665	0.40774225242356094	0.0880976578006627	0.18672629281321046	0.321589232954669	0.39063708847647427	0.08273056757151205	0.2050431109973448	10.92219031048813	3.3644833815717208	1.067160270023944	0.7268201113153664	0.9079735412409475	1.3639054908309012	0.0021578353622542525	32.50374057372354	57.666952537334076	-1435.1703738853996	-1778.0436932282414	-2250.9089056317875
1072500	-6091.586593926383	-5493.953859542473	-597.63273438391	0.52345678629596	0.2165969436489969	0.09374130215518026	0.16620496789986147	0.2915855602703793	0.44478595843599417	0.07615012632134516	0.18747835497228202	0.35046222250172343	0.36701254557210256	0.06537020086276242	0.2171550310634117	10.92219031048813	2.3407805124816363	4.251019974558643	0.6228170843711353	1.0409882915674527	1.3343985149393691	0.0024750324158786755	39.87636869776044	53.68063789710168	-1439.161921893492	-1792.3153318722739	-2262.4766057767074
1080000	-6111.148545000921	-5494.18906788797	-616.9594771129517	0.48611875715823377	0.22649020777566542	0.09092530254161982	0.19646573252447946	0.32653773647237105	0.4392221889796834	0.08986029267330978	0.1443797818746365	0.31109694226239976	0.38944606951800753	0.07441302457762246	0.22504396364197027	10.929842749440207	2.427001389901587	3.1514259250471017	0.5981166758934102	0.8813330157159959	1.5186365782757998	0.0021249906125145935	47.215287650255696	55.453280352015106	-1442.3282210146008	-1793.3303796514322	-2258.530467221937
1087500	-6099.912887688788	-5479.909051879942	-620.0038358088456	0.4623680589991236	0.2317802927603722	0.13205955980295608	0.17379208843754668	0.3187363338080119	0.41248946085834354	0.09090464560017886	0.17786955973346644	0.30394786260009166	0.3903029740751303	0.06874424253299943	0.23700492079177873	9.245017439432694	10.367798428225703	4.000583200025479	0.5798768836452587	0.9959974086351143	1.4221251214512702	0.0022263072872594713	44.93620555017865	54.23435088537157	-1441.3633153656356	-1781.350870451849	-2257.194866062458
1095000	-6087.537097335296	-5487.043038657994	-600.4940586773016	0.48788631118071546	0.20239689362581928	0.11818591328653527	0.19153088190692855	0.3070016251876664	0.42703223768757503	0.10841964032578866	0.1575464967989706	0.297486543428356	0.3800127262886574	0.07402249603869984	0.24847823424428686	8.480080267805464	1.9055048430403465	2.8476482411273802	0.6395138673469725	0.8459569030901632	1.5128126289311825	0.0021633953200026427	31.735666750978346	56.87558608258307	-1439.4262874103354	-1792.1368604809622	-2255.4798907666964
1102500	-6099.699055580744	-5490.5412759109095	-609.1577796698347	0.4668611196449843	0.24927451566461642	0.09524287578470275	0.1886214889056951	0.2788324750859986	0.43551983879264394	0.10337600888348619	0.18227167723787188	0.3624024060911026	0.36145921352774785	0.06973182383845204	0.20640655654269768	10.591511178021086	2.2717839478568336	2.100897126080195	0.6848415723804082	0.9152954495725202	1.398362223629835	0.0020983910012574046	41.006851059264754	58.67269477685728	-1446.5211397907206	-1790.1713852494372	-2253.848750870752
1110000	-6067.029035475861	-5464.380724834588	-602.6483106412721	0.45217945099378687	0.3030046618882104	0.09515471219446438	0.14966117492353695	0.3101103686274084	0.42701761434087787	0.08414498625536214	0.17872703077635232	0.3002355110716427	0.3791514251143394	0.08055159759453738	0.24006146621948066	10.722601295428305	3.9641823226399437	2.5187232652901814	0.611521315855499	0.8303897810451197	1.5562390046034549	0.00228785932995389	45.905596343912066	56.27879883657879	-1434.2840699072035	-1776.9686553602387	-2253.127999567146
1117500	-6078.788082736015	-5471.4326122892935	-607.3554704467219	0.4590429255318159	0.2563001115490635	0.09284761867698446	0.19180934424213478	0.3159199763733887	0.40517879880233904	0.08871250325305269	0.19018872157122022	0.32688313752617854	0.40756189196923165	0.08249900410363382	0.18305596640095612	11.314433966361541	2.3619913534466144	1.2009571204554426	0.7167692561401221	0.8728656182058895	1.4090164078260838	0.002066395637228921	42.93230939913254	59.80033033021553	-1432.9357824962556	-1781.9165975009396	-2256.580232292098
1125000	-6070.794602364931	-5470.6199084534	-600.1746939115313	0.4796023622480896	0.24844925209197302	0.09952886328274776	0.1724195223771882	0.3359161392418897	0.40302199084728374	0.09233781725916324	0.16872405265166412	0.32470765599107054	0.3843580807207382	0.06601833270991052	0.2249159305782808	9.844906856310342	3.829186158914876	0.9490340110482629	0.6828631260627473	0.9127015820745138	1.402925116272561	0.002133999622022619	35.91248402799971	54.010152247614386	-1424.6982219182623	-1785.65123717575	-2260.2704493593874
1132500	-6069.894707610779	-5466.940105846157	-602.9546017646213	0.4865279975531781	0.2554022994660667	0.0950894228471852	0.16298028013356872	0.2942233039349841	0.4211498945515026	0.10459564643369533	0.18003115507981884	0.3539511956873167	0.3701966162944331	0.07374387583628106	0.20210831218196904	10.03252885856381	2.8991881411793528	1.5324594264788203	0.6338931791616778	1.0045902126409438	1.3597732423838622	0.002203743583786777	36.35840670990681	57.624902265526146	-1433.831437798718	-1768.2657916770975	-2264.842876370341
1140000	-6068.117152728574	-5466.58963156065	-601.5275211679244	0.46488092851877677	0.2542364428252262	0.10358829025935264	0.17729433839664305	0.28551230346212453	0.45967401319806095	0.10252992880590903	0.15228375453390638	0.3078032078499222	0.3706528893641421	0.08265587158486948	0.2388880312010662	9.674659053204506	1.5614876156983304	1.335305086555971	0.6508280437422711	0.9830345880476434	1.3644746446088578	0.0021554670278822186	34.260635130279496	53.53400601099604	-1435.7094764381177	-1773.7198881845743	-2257.160266937958
1147500	-6068.814088161332	-5471.035070272306	-597.7790178890252	0.46075818385115536	0.23152790923918057	0.09119762619743615	0.21651628071222645	0.3172160700759947	0.39587829158589044	0.09852822705626987	0.18837741128184585	0.346579904613067	0.38335956863106546	0.07566136635575699	0.19439916040011057	9.674659053204506	5.830563228664598	2.7846136851802057	0.6170628657405004	0.9858330658659571	1.3952805582304013	0.0022708291335335916	46.54765167002445	54.629803977009374	-1434.233409379768	-1783.1862128874027	-2253.6154480051355
1155000	-6068.450486509535	-5474.621480320571	-593.829006188964	0.47468871532605833	0.250170595325643	0.09184580816163074	0.18329488118666645	0.274505455143208	0.4505871700183078	0.09809940479950602	0.17680797003897905	0.32369164858817046	0.35372450314023063	0.08154465853186872	0.24103918973973018	9.947786637947608	5.247716770274	2.3186230711181364	0.6992265339649084	0.9862416913271875	1.3130995201077365	0.0021200021927603643	34.42014270054444	58.31795378883666	-1425.649485134713	-1788.1144094611006	-2260.857585724758
1162500	-6084.635597848993	-5487.17075833399	-597.4648395150027	0.44798181486568756	0.2514605155563541	0.08757941754425266	0.2129782520337043	0.29522099842926547	0.4320171953494066	0.09410234399470362	0.17865946222662527	0.3786523752345131	0.3334113034494559	0.07891674174591247	0.20901957957011852	10.79426052424315	1.5022552650032797	2.0873104090422734	0.7204149355478802	1.0286971989223062	1.249556508080041	0.0021517127118406395	43.52091139900587	60.06852868797501	-1445.0417045926226	-1776.6333248528842	-2265.4957288884834
1170000	-6085.017305042005	-5485.321839171625	-599.6954658703804	0.4940965883655728	0.2264916671179588	0.09617901505424475	0.18323272946222222	0.31804844145194344	0.43774003616548646	0.09776450910683067	0.14644701327574036	0.34844702118201976	0.3695361688158849	0.0797036301127638	0.20231317988933156	10.79426052424315	1.3829459776753357	3.331199975475447	0.7915564290615056	0.880500744474567	1.326950238030886	0.002190498136696117	40.74705748939978	58.313595547136245	-1439.9911018933012	-1781.7417549823365	-2263.588982295987
1177500	-6084.013536859735	-5484.834905452865	-599.1786314068695	0.48951685393082367	0.2501543625167944	0.0867743287964721	0.1735544547559085	0.34363120547160303	0.38281918492105155	0.0873708158461873	0.18617879376115898	0.3269546288458632	0.3899781613888464	0.08414529502106827	0.19892191474422213	9.859908840651675	2.237963684988284	2.694688202352988	0.7132727162694268	0.9290358190982428	1.3563260966145647	0.0022394857670636503	40.94585445808685	55.79859249901222	-1435.9515285015773	-1791.1655829625481	-2257.7177939887397
1185000	-6097.996271030977	-5478.394050956376	-619.6022200746011	0.4902511598938622	0.24058743065694696	0.09207462127854157	0.1770867881706479	0.29774489562449197	0.41054487617126606	0.10282430594999474	0.18888592225424813	0.313877919146907	0.35072188254443304	0.09564575429283641	0.23975444401582363	9.11446995837819	3.9809619582083	4.60745095555648	0.7056755247943388	0.9864824380647926	1.3064404920208406	0.0020676442298605455	50.3355498686117	58.91959180692708	-1431.2508372920443	-1791.8443348788467	-2255.298878785486
1192500	-6063.553032844999	-5456.048388070006	-607.5046447749933	0.4894947308147284	0.22961485546720026	0.11857996420183742	0.16231044951623247	0.292469884203997	0.39889709348748775	0.09848668554209958	0.21014633676641659	0.3104394984797952	0.365421162714024	0.08994266043205541	0.23419667837412558	8.944884558709195	3.7404816727280457	3.0114239671715075	0.6534735733850305	0.9267460150223461	1.418130285751599	0.0021349104891845243	41.758486407806814	55.469470871189266	-1434.9641922397848	-1776.9860680281026	-2244.098127802118
1200000	-6085.436785625744	-5472.486395290577	-612.9503903351668	0.4564269593274032	0.278448396015768	0.07469844335528072	0.1904262013015467	0.26281419885984425	0.4244524028508663	0.09848668554209958	0.2142467127471908	0.323300926215762	0.370336885882986	0.09250625917613964	0.21385592872511255	10.322616602221997	5.9278351034895636	4.1420436293939655	0.6780488574217147	1.0067075582833012	1.313710483616039	0.002113870626602547	40.543450339502805	60.11717662757773	-1428.4345129502676	-1788.364518274741	-2255.6873640655685
1207500	-6081.531535004096	-5466.869951597877	-614.6615834062198	0.46907579049264525	0.25136328867556207	0.09501362740640924	0.18454729342538198	0.2908035028093165	0.45287134746818414	0.09851530674566314	0.15780984297683712	0.3165587808663094	0.35752305262538997	0.08208868962392465	0.24382947688437612	10.22915909698592	1.4760400705084817	3.3729047244695365	0.6267235229988296	0.8777472665377506	1.49375170343008	0.0020255074743860176	47.19253916676781	59.20405590330486	-1428.7099477525644	-1785.0881838098035	-2253.071820035509
1215000	-6093.952237869797	-5501.009557664944	-592.9426802048525	0.45974267196698965	0.22706518576944357	0.11406869215404086	0.1991234501095243	0.25869927533473136	0.4407264233338264	0.10672423085224546	0.19385007047919772	0.28544134101970553	0.3886151802365534	0.08661537146197931	0.23932810728176193	9.845519973710038	3.1870196253131295	1.647352690503648	0.6284394038176986	0.8711280442406998	1.4986632157693038	0.002240411570263165	39.23166031908854	57.30944378144972	-1445.0114584476732	-1795.8645229247816	-2260.1335762924896
1222500	-6058.05525358687	-5474.018631311921	-584.0366222749492	0.495300061722243	0.2239647336896106	0.10910928221648279	0.1716259223716619	0.3191925739333816	0.4229577075517442	0.08794629109037844	0.16990342742449666	0.31500136667986345	0.3827909099826184	0.07807235130503937	0.22413537203247902	10.190620457758511	2.799590438528121	2.2667355127365774	0.6894971303018527	0.9261432022491771	1.3828810823551685	0.002368974071793812	35.0218300015137	52.104236550731876	-1434.7730780548527	-1785.096933642993	-2254.148619614075
1230000	-6086.759770244416	-5489.133935431624	-597.6258348127924	0.4491963934576685	0.2908295017845216	0.11538420224538401	0.14458990251242426	0.280190223211129	0.4340827857093952	0.0937288150656749	0.19199817601380173	0.31879570453695233	0.3947389057831802	0.07360826830681705	0.2128571213730506	10.190620457758511	5.5255070083935305	3.2836752132865104	0.7118001090698399	0.9517890416199802	1.3350384688771781	0.0022465910901726316	41.213768064260265	58.042947759002665	-1443.800007094759	-1793.248169910713	-2252.085758426152
1237500	-6092.77186632259	-5481.847902064449	-610.9239642581405	0.49977698334009696	0.24159805431329215	0.10268731664434148	0.1559376457022678	0.2810046708182633	0.42447641410191705	0.10074518771708105	0.19377372736273948	0.3280829490423469	0.3567211286859254	0.0835698880358844	0.2316260342358434	10.50101747683274	2.7500252044854525	2.8013309194180405	0.6784039738114711	0.9517103822564297	1.3683542342835813	0.0021080235772641953	42.66008860314855	56.77464976124686	-1440.4683987808125	-1776.0666322805473	-2265.312871003089
1245000	-6078.7486109892425	-5471.488465706276	-607.260145282967	0.47607761268628873	0.2688942731405131	0.08891172643182477	0.16611638774137175	0.3152122007167294	0.45073934378839475	0.08665054427830432	0.14739791121657247	0.361209644575047	0.3633025207500264	0.07136896534368407	0.20411886933124265	9.35921274723595	1.7103836775986467	2.450325874611306	0.7053454465433204	0.9961924832961012	1.297058953239355	0.0019286025575308275	42.30010277390678	55.255126639926765	-1436.7268512985786	-1786.5290601819784	-2248.232554225718
1252500	-6083.0231014895535	-5477.310822506335	-605.7122789832181	0.4446293795676335	0.24626865140548804	0.1068837401863567	0.20221822884052026	0.2954503383627147	0.4435687776071408	0.08628244459237239	0.17469843943777302	0.3763796170829225	0.35039010474401333	0.06572346884381297	0.20750680932925125	10.35635186662807	1.8097810326703714	9.090902922686109	0.755837722915664	0.9621056046787738	1.280893994895636	0.002333227887802769	35.47591531044521	54.89732256687846	-1442.2475509231224	-1788.2303619612687	-2246.8329096219436
1260000	-6073.775112934064	-5475.3603003010685	-598.4148126329953	0.4795634892644016	0.2537738771314308	0.10267665320352577	0.16398598040064027	0.3265859746636367	0.38965387069418883	0.09762562624589274	0.18613452839628264	0.332936636477004	0.3705720327134	0.08514996746441553	0.21134136334518047	10.375684259490294	5.544056471234169	3.3752188343117897	0.6094186014324138	1.0112919259912707	1.3774295611545642	0.002202273283663996	40.37205213254905	57.999308634024246	-1443.2545612703768	-1779.3943299268344	-2252.7114091038575
1267500	-6062.918508554212	-5480.020733048332	-582.8977755058804	0.4585888926654388	0.24543920609743788	0.10434496981247195	0.19162693142464987	0.33254363697383954	0.3712050162362568	0.09886630421473537	0.1973850425751692	0.2891522481476723	0.402636061656799	0.08467056724266257	0.2235411229528662	8.616589077762875	3.187099724115993	2.656993677724769	0.6444092234198426	0.982923696936564	1.370973790231306	0.0023480266070585523	31.991899675583323	61.29146857353876	-1436.9955391807089	-1782.3530719249811	-2260.6721219426413
1275000	-6067.457144998273	-5475.59622163044	-591.8609233678334	0.4871095128395411	0.24543920609743788	0.09195506096645385	0.17549622009656565	0.32659796094062216	0.42984947325055056	0.07802505992932998	0.16552750587949824	0.34838649755463375	0.3616575332584939	0.07708054215348255	0.21287542703338982	11.748559505697916	2.0379271799305596	3.2554915297534412	0.690020050000809	0.9045037681929875	1.4040000868062066	0.0022196509766968207	33.761186665653945	55.43956776979718	-1440.1667779093887	-1776.0735080130057	-2259.355935708045
1282500	-6070.2445161069745	-5484.259364118059	-585.9851519889154	0.4793209316274194	0.2635487342255813	0.08422620942979246	0.17290412471720543	0.3736403656294491	0.35998881556249923	0.07721402600389972	0.18915679280415282	0.27271997835067996	0.4297685987671292	0.08107150183597886	0.21643992104621207	10.724753430202648	2.1079347377760005	3.364475654581415	0.6675790467967131	0.9255164456452729	1.405321550637997	0.002168552367956084	32.483917260598034	54.75502161671332	-1431.6648848909056	-1793.1777046927853	-2259.416774534369
1290000	-6076.465727236148	-5474.05654487524	-602.409182360908	0.4704794648614595	0.24070189873662864	0.09994475897415842	0.18887387742775202	0.2737021703024387	0.43986361981796895	0.09866734538041777	0.18776686449917535	0.3159527549524592	0.3638248595671711	0.0876136632602451	0.23260872222012463	10.724753430202648	3.3354406988647702	1.969826903445299	0.7379114305221862	0.9794436516533489	1.2813968770174264	0.002278933188647032	41.114169334612484	54.01145952401179	-1434.0691595691403	-1788.353465110698	-2251.633920195402
1297500	-6088.6413278667205	-5493.424872579941	-595.21645528678	0.5150322823658098	0.2311139294000504	0.0815413607896794	0.17231242744445904	0.3375590160763036	0.3894713309480902	0.09615420611612818	0.1768154468594787	0.3287308184168139	0.39490647463402656	0.08889405079560009	0.18746865615355948	10.454531860921037	5.6521044848707795	2.7448676550881315	0.6321599195032171	0.9272890359849175	1.4387994250809275	0.002159842132347888	34.65885727488516	56.431140676902906	-1444.5760462419726	-1785.1029655765558	-2263.745860761413
1305000	-6097.536853525985	-5487.894520839996	-609.6423326859885	0.48221126758886185	0.23124534302861155	0.10751817185597688	0.17902521752654846	0.338722943162582	0.4239725956438339	0.09120433544530522	0.14610012574827963	0.30072423575551993	0.4034748415485354	0.07224004214576653	0.22356088055017825	10.015201378445674	5.00841864082696	6.188767279292418	0.7050286452298636	0.8420655309763192	1.4515011982949109	0.002165594907592456	36.93804681132617	53.09489514932254	-1427.0148441971783	-1796.8616265859237	-2264.018050056895
1312500	-6073.646236897934	-5474.708252157541	-598.9379847403925	0.5079619870360025	0.21782228884520055	0.09747444646557095	0.1767412776532247	0.2961656518392313	0.4237275411046271	0.09816730003456142	0.1819395070215808	0.29468978635926774	0.38843054928957194	0.09279909506829956	0.22408056928286094	11.422672959882377	1.6129862734147244	2.7025869757359935	0.6480448456272114	0.9638288646762523	1.3864503127709509	0.002430660441203142	44.39381494007337	53.43859935986393	-1436.4308459610138	-1796.0196170460495	-2242.2577891504784
1320000	-6079.628841224338	-5490.840467758493	-588.7883734658454	0.46797187439573856	0.2451640383357508	0.10873985006117204	0.17812423720733725	0.3254972558341546	0.4113751937234432	0.07945144863860025	0.1836761018038026	0.3390088674905899	0.36287376914059105	0.09612853991819009	0.20198882345062918	10.63465988492083	7.1130253857936	2.246192530424179	0.6517029232397439	0.9050508086267354	1.4415877106251378	0.002291072924775643	41.232033775996925	53.92781504317975	-1440.4934948190466	-1777.6485806143949	-2272.6983923250523
1327500	-6080.722200787377	-5489.894744571049	-590.8274562163276	0.5214704586481509	0.21683909756139633	0.09280897588672256	0.16888146790372885	0.3204336602257437	0.4108253177631044	0.08665587343363718	0.18208514857751548	0.2938857058439005	0.41042695480550434	0.09914822106511045	0.1965391182854849	10.68877944240814	1.8718391782895114	1.5495014406035652	0.6512537048491295	0.8983741164317798	1.4487114820755143	0.002328271827406129	32.54969903667847	55.40659399425673	-1445.1480685455842	-1776.0185173914222	-2268.7281586340423
1335000	-6070.088227886766	-5474.379654375305	-595.7085735114609	0.47536267182592234	0.22049861948747362	0.11551047560513912	0.18862823308146354	0.2877937942637593	0.4457820464092408	0.10836045415876953	0.15806370516823107	0.3471014133451335	0.36608563598101346	0.0730944441495187	0.21371850652433452	10.213368136984222	2.4474448235119097	2.5847862045310994	0.6521470934740994	1.0119218205792566	1.3342746435346147	0.002287913921050847	40.00517959625886	55.62157348085677	-1442.907457782424	-1776.5983895534741	-2254.873807039407
1342500	-6062.933829258234	-5470.007977120875	-592.9258521373596	0.43726553626513714	0.27073944981923614	0.11495289744721525	0.17704211646841006	0.2983700477300616	0.39174695952067584	0.1211365040130702	0.18874648873619304	0.32685258815359647	0.3939095833737526	0.06982424826829871	0.20941358020435247	9.834085241015508	1.7843460603736725	2.3792702238836894	0.6819229299757437	0.9330683259892512	1.3834940913206026	0.0023367685379784837	33.8729288180373	52.222836731287885	-1438.4204150334792	-1777.6125818165574	-2253.9749802708384
1350000	-6077.146238694516	-5488.431798836692	-588.7144398578242	0.540419847961977	0.21571166259720861	0.08344907764017734	0.1604194118006357	0.34250520534551543	0.3839085445132285	0.09265547355441711	0.18093077658683968	0.3108931683683068	0.38873875115094664	0.08949257351778486	0.21087550696296198	9.280776732233308	1.3205685633080404	2.0677040530064947	0.6204969246777134	0.970690266052227	1.4070056517685239	0.0021989181420370035	40.659840322386145	54.20225694605728	-1435.516637276236	-1791.7105352800995	-2261.2046262803565
1357500	-6073.213952621261	-5485.297725502908	-587.916227118353	0.45243221277407897	0.22599235836526183	0.0973131706992457	0.22426225816141226	0.28420791339619655	0.4034710681532749	0.11708262546013581	0.19523839299039342	0.33192355496514236	0.3505574861515465	0.09089147729516497	0.22662748158814638	9.46026225798851	2.184969075491277	2.3133720592488816	0.7204267559351943	1.0059710719091894	1.2722708709934019	0.0022836635859954635	35.05080567700974	55.031922486191725	-1438.6481797511167	-1793.462621262883	-2253.1869244889085
1365000	-6065.427364166873	-5464.673366383423	-600.7539977834505	0.4787212400669665	0.23180503644088374	0.0903934272307988	0.19908029626134963	0.31375995822755587	0.4143104838087509	0.08962277785647496	0.18230678010721896	0.3320111515513907	0.37738641159229086	0.07706845811934851	0.2135339787369702	12.015503314479714	2.53392593858385	2.907635858867644	0.7078611896139047	0.9493546217589265	1.3413930514348533	0.002110955100733799	42.51002309443916	53.28375634593397	-1440.067835864728	-1778.0202295878444	-2246.5853009308503
1372500	-6079.078642594546	-5471.4756250529545	-607.6030175415916	0.5057861070876141	0.25079648535341864	0.0786247108002776	0.16479269675868835	0.3162585929542986	0.41276232231100496	0.0999531753120895	0.17102590942260762	0.30828073989540444	0.3676709549105133	0.07432896773218675	0.24971933746189576	10.563120271572961	3.7364143815626902	2.43453554785505	0.6354259789692976	1.10484350167635	1.2579944525875384	0.0022029868496371147	38.4912933785161	56.888487046744196	-1439.199621513324	-1779.285737220062	-2252.9902663195685
1380000	-6066.541527320792	-5460.341720088296	-606.1998072324961	0.5015103041241569	0.24795953955635502	0.10217448211952473	0.14835567419996196	0.28680817739960407	0.4393802779287019	0.1015760575208052	0.1722354871508895	0.3060898745460382	0.3733097211007448	0.08426288289058738	0.2363375214626299	10.606913883386056	2.1824653738625774	6.515414268610659	0.6293457200756081	0.9266280019259158	1.442261257617883	0.002247117324835357	44.06269205663791	56.35252678802355	-1435.0961889759017	-1781.4526653557525	-2243.7928657566417
1387500	-6104.63713265763	-5489.839637238518	-614.7974954191127	0.48929035400630844	0.23355429902645264	0.07507620704988673	0.20207913991735077	0.29834913737091345	0.41558437945581145	0.09357415928976989	0.19249232388350582	0.3302290490476274	0.3734012436858293	0.08426288289058738	0.21210682437595627	9.900266300857956	2.4573014882958635	3.900853232866643	0.6905464998390881	0.9228614488924824	1.3851184631724243	0.002156772206138169	48.028926562290536	57.746974103703195	-1445.8607078702098	-1786.1400721642258	-2257.838857204082
1395000	-6099.322567150548	-5507.812087122738	-591.5104800278093	0.4466100750111821	0.2831234440862263	0.08525163246460697	0.18501484843798324	0.32791728174604523	0.36945883568841636	0.10921675090412182	0.19340713166141718	0.3310358479130325	0.36469082382520884	0.0732944465248966	0.2309788817368624	10.08507057250142	1.5675979592489744	0.8335055962481012	0.6883037953604758	1.029092856634043	1.28111908036434	0.002378174866685625	36.92901432634432	53.427467667717785	-1443.2888443165266	-1790.8267483322113	-2273.6964944740007
1402500	-6081.068980873743	-5483.786777313093	-597.2822035606505	0.44581227495603665	0.25519727507260515	0.10886534883719058	0.19012510113416625	0.32043821618581714	0.4037372708188263	0.08246229625285409	0.19336221674250303	0.3848968313729999	0.33437213805107535	0.07850099873141665	0.20223003184450844	11.951191315299402	2.183645636625791	1.829118899378587	0.6966680318453073	0.9305212116503584	1.3713663185607394	0.0021574874403336433	33.68072870323378	55.33712429379282	-1445.926082680312	-1777.9959185871078	-2259.8647760456734
1410000	-6084.448056558239	-5481.651537990603	-602.7965185676355	0.4950954473024869	0.24639314947531196	0.08348285521273355	0.17502854800946624	0.291632951173818	0.4128714161221193	0.09947434614228863	0.19602128656177473	0.2943061661095227	0.4193051046830722	0.06800747040647562	0.21838125880092976	10.883496521249256	2.471640556381327	1.6509640420811325	0.6162271857506783	0.9249055332944209	1.4570397913632362	0.002083512358603863	40.34898164007398	53.632959067535616	-1437.2975490062124	-1781.476211557227	-2262.877777427164
1417500	-6096.786467576734	-5506.80195458394	-589.9845129927945	0.527370414895411	0.2220063105022012	0.08125033055541372	0.16937294404697248	0.29038725854230546	0.4255152156669142	0.10446141226280196	0.17963611352797895	0.29996855988017596	0.3971169932298607	0.0829354084139279	0.2199790384760357	9.69076737696849	0.9345501566915593	6.106833499584514	0.6218575267541065	0.9465644328398893	1.4297773619619747	0.0021953218051905593	35.393266886184776	55.089710688404494	-1443.1781078608083	-1802.25014408181	-2261.3737026413214
1425000	-6062.532993584528	-5470.552145213982	-591.9808483705467	0.451092263347246	0.24514152536724088	0.11346387337038505	0.1903023379151266	0.31699881870845775	0.4013600971630046	0.09559687186391878	0.18604421226461948	0.3112739367070748	0.3979330583224901	0.0875411408763068	0.20325186409412851	10.372038706273285	6.75873299525372	1.6992945666635935	0.7286696756732757	0.9200428429304227	1.3499954322328396	0.0023813701037494607	31.235523076520987	52.591066845219686	-1440.1622673479433	-1778.4261746403945	-2251.9637032256446
1432500	-6077.132170193255	-5483.61751797039	-593.5146522228649	0.42289503122287586	0.2811197945974413	0.10361519059405695	0.19236998358562443	0.27606289653149374	0.4448813059556086	0.09777455919077183	0.18128123832212642	0.2936032052116751	0.40165136099380694	0.08954212959025361	0.2152033042042646	11.000993816767199	1.6130858612467203	1.3745029766733465	0.6238011789404978	1.0831593179645687	1.2912480801375057	0.0023013448200836753	39.92288872595916	56.61847311716081	-1435.8455897669985	-1782.477004338063	-2265.2949238653287
