Sample	posterior	likelihood	prior	speciescoalescent	birthRate.t:Species	YuleModel.t:Species	TreeHeight.Species	TreeHeight.t:tree_0_1	TreeHeight.t:tree_0_0	treeLikelihood.tree_0_1	treeLikelihood.tree_0_0	treePrior.t:tree_0_1	treePrior.t:tree_0_0	kappa.s:tree_0_0	freqParameter.s:tree_0_01	freqParameter.s:tree_0_02	freqParameter.s:tree_0_03	freqParameter.s:tree_0_04
13375000	-778.698393325073	-758.653611528819	-3.56944545486847	-16.475336341386	0.72477712294799	-2.29400722129494	0.331600631735836	1.77677372606996	0.653632725731822	-373.92185248914	-384.731759039678	-3.396600865187	-0.878757127523822	1.91830616532005	0.192819213714926	0.272071882976994	0.267104928847387	0.268003974460692
13400000	-796.420980228703	-764.268662561288	-2.23888251210682	-29.9134351553079	2.74056144892732	0.711221564109044	0.516937282151364	1.24494849491907	1.06224585036617	-372.855528600234	-391.413133961054	-8.32135617546324	-10.0271309300223	3.20301454146309	0.192819213714926	0.272071882976994	0.267104928847387	0.268003974460692
13425000	-782.005118859468	-759.471200482013	-4.43828238046954	-18.0956359969849	3.195618675196	-1.05169851753549	0.497623423808229	1.20651505923583	0.974854901762152	-372.825644526664	-386.645555955349	-6.42493078466328	-1.08499236326732	3.20301454146309	0.221915583287244	0.242975513404676	0.267104928847387	0.268003974460692
13450000	-786.010131813208	-759.291280872667	-3.77653293561912	-22.9423180049226	1.57890124186517	-1.99423899668307	0.697366101389555	1.26673478244883	1.13423999230582	-375.555176680743	-383.736104191924	-2.86053006517739	0.0877503234076291	1.11618027159523	0.221915583287244	0.242975513404676	0.267104928847387	0.268003974460692
13475000	-794.47987725952	-758.706896885679	-6.47161508264843	-29.301365291192	3.81981655432359	-3.47352534337705	0.658904900755332	2.49391306548403	1.05862445918024	-373.720708320833	-384.986188564846	-8.58495082269301	-5.24577574004369	1.70918556115738	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13500000	-795.042267135124	-760.855721800291	-6.20643506353228	-27.9801102713005	1.11028501565897	-3.38793421394349	0.906026527714509	1.3268847539375	1.11108353504581	-376.540439082323	-384.315282717968	-3.59616587507505	-1.49550692688281	1.56786132491737	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13525000	-786.413296275712	-757.950806382604	-3.55363608428355	-24.908853808824	1.13471098505827	-1.44394876761805	0.539676209011159	1.45878503461668	0.720422669447313	-372.455807063252	-385.494999319352	-6.74010469917168	0.209562089499822	1.56786132491737	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13550000	-788.542079825676	-761.152917848796	-4.41868444289164	-22.9704775339889	1.17423463748462	-1.55152225715957	0.678933686681347	1.79250433179024	0.939708389316249	-375.304023735115	-385.84889411368	-6.23555383891575	0.0557207467345813	4.55840584835017	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13575000	-789.004260614315	-757.98430609587	-4.60020671970058	-26.4197477987449	1.58098749676608	-1.24047252561783	0.507782748146522	1.50844582597384	1.06683099436934	-372.69477907238	-385.28952702349	-5.79058869529267	-5.98131645049746	4.55840584835017	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13600000	-800.648633691615	-762.570780951056	-5.27992991700265	-32.7979228235567	0.695661421555287	-2.27929145732404	0.383514940126806	1.05969766214693	0.827273983680901	-375.685021480571	-386.885759470484	-6.00504066995373	-6.73747642175733	4.55840584835017	0.227758373532879	0.242975513404676	0.267104928847387	0.262161184215058
13625000	-795.789186130482	-759.582886059368	-8.22594192242012	-27.9803581486944	7.32260309204093	-2.54197408361056	0.392106677665565	1.44812949663403	0.710677839664853	-373.348267532339	-386.234618527028	-1.59570090740595	-4.77240180016878	4.55840584835017	0.227758373532879	0.224897845036272	0.267104928847387	0.280238852583462
13650000	-791.770627752518	-761.48390011504	-4.60943243653779	-25.6772952009406	6.57626752037813	0.467647754534852	0.325436976490461	0.958474635577029	0.827330725122635	-374.42962947247	-387.05427064257	-2.7528553471186	-3.08646136779629	4.55840584835017	0.227758373532879	0.224897845036272	0.267104928847387	0.280238852583462
13675000	-795.195414865913	-762.444111433771	-5.14600171466983	-27.6053017174717	2.006270042896	-1.03436780910815	0.456575098331336	1.93849510318507	0.680057600903331	-372.002100285119	-390.442011148652	-2.41896171989092	-0.823738742348916	4.55840584835017	0.260207134373701	0.258398202968716	0.267104928847387	0.214289733810196
13700000	-796.87697926374	-759.341420644788	-4.77202650779984	-32.7635321111523	2.51110739521882	-0.431257258775291	0.491403831666445	2.03816480710193	0.887796328298365	-370.699497006589	-388.641923638199	-7.11135698707357	-3.44819862382186	3.38414763187481	0.260207134373701	0.258398202968716	0.267104928847387	0.214289733810196
13725000	-803.871233626417	-759.848084951347	-4.96759072219353	-39.0555579528758	1.94479964369326	-1.12731052009848	0.630193483074014	1.41095602764262	1.03019260406033	-373.042934564744	-386.805150386603	-9.15062773377514	-3.80004881529679	3.38414763187481	0.225536988991835	0.293068348350581	0.267104928847387	0.214289733810196
13750000	-781.8495329716	-758.907296096852	-3.00006108908574	-19.9421757856629	1.88571756367211	0.414194555094015	0.39732566824076	1.85362869124702	1.04770505428716	-372.023758175165	-386.883537921686	-3.71404702885304	0.975276922398395	3.38414763187481	0.225536988991835	0.293068348350581	0.267104928847387	0.214289733810196
13775000	-788.853901101743	-756.127349809476	-4.2278711205053	-28.4986801717616	2.57662169099107	-0.890484979250896	0.589687478362102	1.628240198441	0.966582237542532	-371.454604073676	-384.6727457358	-5.79888366889678	-5.621380526791	3.38414763187481	0.199698514123072	0.293068348350581	0.267104928847387	0.24012820867896
13800000	-787.590729244855	-760.403625562583	-4.91873571614629	-22.2683679661253	2.82963303243373	-2.1662776095189	0.520802110383453	1.71832113862892	0.838012131871803	-374.014878942748	-386.388746619835	-5.56829775179948	-1.06270470103362	1.18251203354176	0.199698514123072	0.293068348350581	0.267104928847387	0.24012820867896
13825000	-795.914029225613	-761.383871256717	-5.47232226321778	-29.0578357056791	4.4035065704195	-2.0957322798725	0.732926664393012	1.6446504304241	1.27787649719967	-376.950352289757	-384.43351896696	-5.525544422393	-6.14021669813592	1.18251203354176	0.199698514123072	0.293068348350581	0.267104928847387	0.24012820867896
13850000	-773.104764331651	-757.455802943807	-4.15076860625825	-11.4981927815849	4.1853663262886	-1.33375105076534	0.374924203316179	1.51384280331025	0.494505404280752	-370.608797323538	-386.84700562027	-6.55592710422372	5.90268968782356	2.15213354073459	0.195414874546409	0.297351987927244	0.267104928847387	0.24012820867896
13875000	-780.35503718937	-755.404760762975	-2.30983130342938	-22.6404451229657	3.19102715198537	0.670801854261283	0.332403727719051	1.33136070413699	0.989441855518449	-370.555222320402	-384.849538442573	-6.08016534348959	-9.30381159994574	3.54015133294904	0.195414874546409	0.297351987927244	0.267104928847387	0.24012820867896
13900000	-788.295941867257	-760.551852956402	-4.75948331671416	-22.9846055941408	1.69696714142262	-1.38019389588267	0.527840306496085	1.19288956646376	1.41188458323087	-373.281496180275	-387.270356776127	-1.28628697959605	-5.13923735855743	4.543626614139	0.206501266666071	0.285107332942603	0.268263191712366	0.24012820867896
13925000	-789.594188572089	-757.847361884491	-6.88841792894211	-24.858408758656	3.61687853500936	-3.12308667947168	0.613313169000162	1.87710577660903	1.03876495464768	-371.529528185239	-386.317833699252	-6.76192244770271	-5.50218352138144	4.543626614139	0.215474752662091	0.276133846946582	0.268263191712366	0.24012820867896
13950000	-781.589514748395	-757.247854324347	-1.35759725743477	-22.9840631666138	3.76129475227254	0.978517850658466	0.334369141971809	1.70773777325405	0.890535192189774	-371.383321899074	-385.864532425273	-9.25824838325673	-14.5661625817855	3.33779554816028	0.215474752662091	0.276133846946582	0.268263191712366	0.24012820867896
13975000	-770.434857210401	-759.530146647783	-2.8849484113002	-8.01976215131767	2.00977118030595	-1.30215829679281	0.522192125913278	1.13113046932238	0.901752947224887	-372.830282112887	-386.699864534896	-3.47305332734609	-0.66377411582113	3.33779554816028	0.204168885241447	0.287439714367226	0.268263191712366	0.24012820867896
14000000	-775.545020068468	-754.672505553858	-3.57276137722133	-17.2997531373885	2.55274701880708	-1.06538249913187	0.530736313343071	1.53178746117641	1.03859632868692	-369.643996514099	-385.028509039759	-6.04824235610325	-5.78151070007865	2.77752120439117	0.204168885241447	0.287439714367226	0.268263191712366	0.24012820867896
14025000	-795.184751987428	-761.037952928111	-2.27630646462648	-31.8704925946899	1.58195939544954	-0.613625578133603	0.446111315447632	1.74371322114382	1.22503149972913	-374.866271504721	-386.17168142339	-9.78382356239581	-11.0838572675928	1.00918830371013	0.208307464919401	0.287439714367226	0.268263191712366	0.235989629001006
14050000	-787.369965496507	-758.329373795619	-2.95819610537934	-26.0823955955083	5.13824500465509	0.559167585351751	0.293324588856306	1.82502956764437	0.765797763657739	-370.975199139497	-387.354174656122	-7.16875836786807	-4.23323377807778	1.74466620336671	0.208307464919401	0.287439714367226	0.268263191712366	0.235989629001006
14075000	-795.350687667741	-759.014264306731	-0.12682158505463	-36.2096017759556	4.72589888927927	3.12714379794877	0.19799876483594	2.357540750209	0.939778425068836	-371.997205952397	-387.017058354334	-12.5130261510414	-11.8563058670278	1.74466620336671	0.208307464919401	0.287439714367226	0.268263191712366	0.235989629001006
14100000	-775.856804840377	-755.513913932317	-1.94996685611674	-18.392924051943	2.44816248895004	0.00784757338704156	0.36514586631965	1.6389246090373	1.02441340590846	-369.859625686408	-385.654288245909	-7.45604595022944	-4.83420839031524	1.74466620336671	0.208307464919401	0.287439714367226	0.268263191712366	0.235989629001006
14125000	-780.644466265703	-761.88716812533	-0.762557479399462	-17.9947406609739	3.93653372100169	1.4330870478527	0.324284948885634	1.53390653768042	0.744358656311805	-371.139990290017	-390.747177835313	-9.83176734430672	-3.77119380849236	1.74466620336671	0.208307464919401	0.299607144875963	0.268263191712366	0.223822198492269
14150000	-788.162716909792	-759.487595104453	-2.13291239977007	-26.5422094055692	2.2466817233657	-0.511218189462959	0.444048835069836	2.17858697478958	1.31797322219042	-370.965172866016	-388.522422238437	-12.6037976598426	-7.92284582585238	1.74466620336671	0.208307464919401	0.299607144875963	0.268263191712366	0.223822198492269
14175000	-801.257995881209	-756.983781845507	-4.35753061408436	-39.9166834216177	2.67389771277609	-1.68328663328234	0.57505276784129	1.81521156558658	1.02250761944637	-372.526660925106	-384.457120920401	-12.7405197144356	-10.3053619373038	2.12308646406547	0.208307464919401	0.299607144875963	0.268263191712366	0.223822198492269
14200000	-796.179298893642	-763.868603935571	-2.1822030975717	-30.1284918604994	1.88210217518402	0.726769340201763	0.249979249086122	1.88550593025354	1.28100148311031	-370.564365478343	-393.304238457228	-8.20252089444957	-6.49967567892864	2.12308646406547	0.208307464919401	0.268814295064513	0.299056041523816	0.223822198492269
14225000	-780.539512916343	-758.365925731867	-3.64661524811775	-18.5269719363582	7.83590981877696	-0.37010795641595	0.401082859660495	1.44727270517472	1.01679310714017	-369.442580385622	-388.923345346245	-5.56251480776842	-6.2264687549578	2.12308646406547	0.208307464919401	0.268814295064513	0.299056041523816	0.223822198492269
14250000	-787.012328482093	-758.147692398914	-3.2342418713409	-25.6303942118377	2.98303584778132	-0.412984480253753	0.405683279187305	2.47892988135628	1.64932503704942	-369.618854002746	-388.528838396168	-8.19450633644864	-7.09724451107106	2.12308646406547	0.232217788114076	0.244903971869839	0.299056041523816	0.223822198492269
14275000	-794.077706455652	-758.171855492952	-2.11140855868965	-33.7944424040102	4.10414262204975	1.8484425750265	0.392576699162716	1.69697011599104	0.831286927081828	-369.926917877529	-388.244937615424	-5.74183433725228	-7.56743528771541	2.12308646406547	0.232217788114076	0.244903971869839	0.299056041523816	0.223822198492269
14300000	-789.362549902313	-760.554187108841	-3.77052579474526	-25.0378369987273	1.11855631041549	-1.22057683327426	0.34902598572981	1.6433444761584	0.520954305281018	-369.274915015677	-391.279272093164	-1.67853680124764	0.313311463590834	2.12308646406547	0.232217788114076	0.244903971869839	0.299056041523816	0.223822198492269
14325000	-789.434107706446	-762.455549512463	-2.6457098441609	-24.3328483498217	1.70036477994414	-0.0291648977619747	0.308711309043595	2.15966861180773	0.598972197628595	-376.702439112879	-385.753110399585	-6.83107641525261	-0.637960026972304	2.12308646406547	0.232217788114076	0.244903971869839	0.22148069141558	0.301397548600505
14350000	-817.525369750747	-764.933057599834	-3.49444795229667	-49.0978641986164	1.69210828491104	0.111263101273479	0.369925723441662	2.35166276367211	1.62870407362016	-377.443465249565	-387.489592350269	-8.94133962886206	-7.71645420200692	3.61658719421553	0.232217788114076	0.244903971869839	0.22148069141558	0.301397548600505
14375000	-815.349190376268	-766.954489004392	-3.36727464287662	-45.0274267289995	2.12548901260039	1.1850422949117	0.269301538153757	1.64215324585855	0.957626601767867	-382.482348700966	-384.472140303425	-11.6895851633653	-9.51711747824977	3.39890988742539	0.232217788114076	0.244903971869839	0.22148069141558	0.301397548600505
14400000	-799.995184536237	-766.978383334673	-1.88831551631691	-31.1284856852477	3.87236846046559	2.3080026822286	0.254348863155599	2.23561058381155	0.659600869877533	-376.291768330588	-390.686615004085	-10.2127450067964	-3.24905154871071	3.55368582965802	0.251762572219485	0.244903971869839	0.22148069141558	0.281852764495097
14425000	-800.893059976748	-759.889746373046	-3.26271943596025	-37.7405941677411	1.0239968832909	-0.940852300366402	0.272318606425134	1.58345455920845	0.929341737076521	-375.907077363786	-383.98266900926	-8.82711495561477	-10.9099215149135	2.09731296501982	0.245722775102825	0.250943768986498	0.22148069141558	0.281852764495097
14450000	-802.777815641697	-757.071694362592	-2.76160246071724	-42.9445188183879	3.61934032556121	1.18396649476262	0.288725954994944	1.89519793171978	1.10964781413589	-372.734200291528	-384.337494071064	-8.06677587003832	-10.8969079743908	2.09731296501982	0.245722775102825	0.250943768986498	0.238786704981951	0.264546750928725
14475000	-794.244573381524	-756.141339222802	-3.80890826862605	-34.2943258900966	2.46202360601001	-0.335134577120528	0.433939267671184	1.95406421353548	1.05726583668425	-374.269813837473	-381.871525385329	-8.23837205054213	-7.3375913296595	3.63349742772401	0.243902576935717	0.250943768986498	0.238786704981951	0.266366949095834
14500000	-790.529323685892	-760.30855090982	-4.30770403630374	-25.9130687397673	4.72858956717492	-0.80378099402009	0.435026658528263	1.8397948195584	0.987682153663182	-378.487725421871	-381.820825487949	-13.1514724967655	-4.28831155744502	3.63349742772401	0.189261983332352	0.250943768986498	0.238786704981951	0.321007542699199
14525000	-785.694124435866	-768.582312863362	-3.09985469691753	-14.0119568755865	2.69500521285919	0.0566662594685998	0.378442954497886	0.863668802010439	0.731536137307968	-383.863245355536	-384.719067507827	-0.647204900539756	-3.55858696795208	3.63349742772401	0.189261983332352	0.250943768986498	0.238786704981951	0.321007542699199
14550000	-781.287015773596	-761.867752092655	-1.40901247166979	-18.0102512092712	3.06059634859108	1.63572961578574	0.373997375617978	1.37381989510468	0.89125923388931	-377.713013794063	-384.154738298592	-7.94054281495773	-0.695019952693562	3.49890353176666	0.185895599961399	0.254310152357451	0.238786704981951	0.321007542699199
14575000	-796.193678131416	-762.155853279604	-5.64773631078272	-28.3900885410286	6.32464182725757	-1.99485699869153	0.523659529656418	1.85028589731571	0.87185289278092	-378.377228335423	-383.778624944181	-7.02132530621441	-7.92205668251829	1.68970884764674	0.185895599961399	0.254310152357451	0.238786704981951	0.321007542699199
14600000	-812.400140582559	-769.386661738419	-4.76491351034119	-38.2485653337988	0.829747751714145	-2.54882767144184	0.553182444279839	2.69403946391061	1.92490456555235	-381.500452318613	-387.886209419806	-12.1299911394711	-7.55899288679862	1.68970884764674	0.168343666715823	0.254310152357451	0.256338638227527	0.321007542699199
14625000	-814.244988228786	-772.523323476376	-1.44121180685044	-40.2804529455595	5.45070598462648	2.55458020798416	0.291667096292911	1.78512038516511	2.00954296825792	-376.941009917949	-395.582313558426	-7.80258253702148	-11.7807715091881	1.68970884764674	0.168343666715823	0.254310152357451	0.256338638227527	0.321007542699199
14650000	-806.14220523649	-760.141580027213	-3.02311481019328	-42.9775103990837	1.76240981859853	-0.483767471203967	0.384084321920524	1.71598009139936	0.99362948687485	-376.622483141793	-383.51909688542	-10.0154765458132	-6.17151409639184	2.51783342446704	0.168343666715823	0.261622240407081	0.256338638227527	0.313695454649568
14675000	-800.161966582004	-760.668445494732	-2.39903574461261	-37.0944853426589	2.17155742687339	0.161771269747713	0.469513247779592	1.63253314608862	1.03893805379466	-376.745218710773	-383.923226783959	-8.96407296595704	-9.33769532345573	1.56105526684353	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14700000	-798.671735538219	-761.744726150147	-2.56202352825026	-34.3649858598218	3.80410519979159	1.66516012922792	0.302181821683952	1.40900452000206	0.817759427057571	-376.897273128247	-384.8474530219	-2.45377092223714	-7.48178028279655	1.56105526684353	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14725000	-785.437142859368	-758.254113468866	-2.67149191187949	-24.5115374786224	1.73627196331409	0.568290138608848	0.330221260739205	1.10689129021695	0.732604747829831	-375.299250478044	-382.954862990822	-0.845283052280446	-1.19721245815435	1.56105526684353	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14750000	-801.628945438991	-760.644538500651	-6.30696525778238	-34.6774416805584	0.799206649810008	-3.13728928838511	0.653832094063294	1.15995319496165	1.3616828424823	-377.809077658926	-382.835460841725	-4.39327666849913	-1.71742183246633	2.21206413629468	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14775000	-795.173182987707	-757.784745003002	-3.84921195507101	-33.5392260296336	2.71607366426782	0.234766059967926	0.519927329194538	1.23334441916846	1.1334253205446	-375.507134895212	-382.27761010779	-5.3759065627361	-3.02587394282915	3.10552228929201	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14800000	-789.379340952171	-762.498345309098	-3.56320790960152	-23.3177877334711	2.70932289553185	0.6794416159135	0.448731090661415	0.837089471189197	0.811860971968644	-378.116835596	-384.381509713098	1.16084927562587	0.471809741300327	3.10552228929201	0.188152773586135	0.261622240407081	0.256338638227527	0.293886347779256
14825000	-789.147824302277	-761.145150573615	-4.04741487225734	-23.9552588564045	2.02210909162193	-0.908357986779317	0.518844660215655	1.56701380473355	1.01750189535124	-375.566828405621	-385.578322167995	-3.99562495281766	-0.283321742575534	3.10552228929201	0.188152773586135	0.261622240407081	0.26600953801723	0.284215447989554
14850000	-796.454536084912	-758.262897922216	-3.79038842494967	-34.4012497377468	1.11063759977019	-1.05853523616984	0.375828837342293	2.26744245128342	1.419103036065	-371.555610071727	-386.707287850489	-10.1866504082312	-4.24394764077425	3.10552228929201	0.188152773586135	0.261622240407081	0.26600953801723	0.284215447989554
14875000	-807.997065769552	-758.224030078155	-4.25568983834102	-45.5173458530562	1.7683720712877	-0.242904928905156	0.403100433211884	3.40889223569373	1.12443883853551	-374.608521902321	-383.615508175834	-14.0815213809641	-6.74348416551783	2.52089522058093	0.188152773586135	0.261622240407081	0.26600953801723	0.284215447989554
14900000	-810.653452163059	-763.100167165659	-3.18096629088967	-44.3723187065101	3.52132154135031	1.14313410750262	0.39671032152147	1.12514808645541	0.898732365586102	-378.462440127672	-384.637727037987	-10.104214685343	-9.6284761555054	3.09635818459847	0.188152773586135	0.261622240407081	0.264721713405394	0.28550327260139
14925000	-786.691214316259	-761.685758749238	-4.98092949731331	-20.0245260697074	2.11347944494628	-1.5168945947785	0.685166254186914	0.949519033532001	1.17109609334257	-379.790066002111	-381.895692747127	2.03616940500599	3.1280127161458	2.78891875707531	0.188152773586135	0.261622240407081	0.264721713405394	0.28550327260139
14950000	-788.88390497172	-760.9102884086	-4.60343798598113	-23.3701785771385	4.30737375751456	-0.899409998062623	0.487376860520159	1.01333842270004	0.707170133296471	-373.38125433359	-387.52903407501	-6.65353938945527	2.8600436882292	2.67254835522656	0.188152773586135	0.301420511959905	0.264721713405394	0.245705001048566
14975000	-784.204295726675	-760.944739264719	-4.4235418768162	-18.8360145851399	3.41936717142141	-1.01155801894691	0.533206457922811	1.08926607153207	0.814462820881401	-376.514244980038	-384.430494284682	-1.93300269763072	2.02588469322525	2.67254835522656	0.188152773586135	0.301420511959905	0.264721713405394	0.245705001048566
15000000	-786.741580505706	-756.935974441245	-3.95131919170871	-25.8542868727524	1.34031185023408	-1.38621003090167	0.587281485614773	1.70907666420995	1.1422585693177	-372.215437310225	-384.72053713102	-5.99324226834472	-5.69525908034771	2.67254835522656	0.186306411843381	0.301420511959905	0.264721713405394	0.24755136279132
15025000	-794.812634081375	-767.585060459508	-1.57582098841161	-25.6517526334556	2.66647756504599	0.0978977183556125	0.562659830106245	1.04788741422913	1.15022495259135	-378.56408325466	-389.020977204847	-8.85131374595398	-6.3788529512179	0.914601698676685	0.186306411843381	0.301420511959905	0.264721713405394	0.24755136279132
15050000	-774.892593202252	-756.891757225225	-2.74587121445305	-15.2549647625738	2.67919239505284	-0.786431649313709	0.498126970813871	2.14538393377462	0.807280225545617	-371.90609700953	-384.985660215695	-7.51027240190287	-2.68457789512391	2.58860795201433	0.186306411843381	0.301420511959905	0.264721713405394	0.24755136279132
15075000	-763.351992251434	-760.040584461005	-1.7207148719795	-1.59069291844961	2.59179623349655	-0.0958040968293594	0.401484567332737	1.91358538343246	0.500576048236766	-369.971083044293	-390.069501416711	-6.20933265215544	4.23562106937601	2.58860795201433	0.243367830882378	0.244359092920907	0.264721713405394	0.24755136279132
15100000	-784.796236954512	-758.407915761761	-0.971915079767696	-25.4164061129832	1.97458041081373	0.730412301937413	0.32271578724567	1.61694164064776	1.04168184095437	-373.447205703049	-384.960710058712	-8.18436106522658	-8.95493673181946	1.36377287589168	0.240190445653856	0.244359092920907	0.269322681946462	0.246127779478775
15125000	-775.128320834189	-758.186531505972	-1.68119903953581	-15.2605902886812	2.32416675907235	-0.214430712551696	0.379517830442042	1.31402326717921	0.721081259497592	-372.91672975003	-385.269801755942	-4.89551743839964	-1.94787614695192	1.46124037783245	0.240190445653856	0.244359092920907	0.255698685761793	0.259751775663444
15150000	-777.032746426472	-760.386102921656	-2.1508524648086	-14.4957910400076	1.35420912067192	-0.644346389191544	0.421530340798804	1.65364290366251	0.721705492024292	-374.905860834619	-385.480242087037	-3.22874695610105	-2.6396406623598	1.46124037783245	0.240190445653856	0.247049164286958	0.253008614395742	0.259751775663444
15175000	-772.349294973746	-759.589519659507	-1.93860342675196	-10.8211718874865	1.56230964308605	-0.928637711714474	0.436760083727484	1.48200680093872	0.731479100824586	-372.790392421943	-386.799127237564	-9.11587204227673	0.672149322538297	1.66572059574091	0.258467456938374	0.247049164286958	0.253008614395742	0.241474764378926
15200000	-778.760853310799	-760.246407465319	-3.62715632728536	-14.8872895181942	4.46608663097006	-1.55206449562245	0.518653124091116	2.05955408348966	0.782765523824383	-373.534903795312	-386.711503670007	-7.9588678631088	-2.35085161625512	1.37722310950336	0.258467456938374	0.247049164286958	0.253008614395742	0.241474764378926
15225000	-783.987306886806	-766.30030246406	-1.73066380329605	-15.9563406194499	2.70616498047331	0.0151184661221087	0.436037354401707	0.919503305418937	1.09388631546378	-375.360795594368	-390.939506869691	-5.59454531190871	-1.71700549367497	1.37722310950336	0.258467456938374	0.242059510432654	0.253008614395742	0.24646441823323
15250000	-789.927542543872	-765.552470218988	-3.88162844379107	-20.4934438810927	1.234641279645	-1.86157791729575	0.588923004629172	1.06646799477878	2.56153897131725	-376.096862145309	-389.455608073679	-0.465675956330931	-5.01946709692054	1.37722310950336	0.258467456938374	0.242059510432654	0.253008614395742	0.24646441823323
15275000	-788.805012246882	-759.856961380767	-4.01811603271159	-24.9299348334031	0.805204745558941	-2.74727181964747	0.600165961921843	1.57141901642192	1.23126926285402	-374.381052848954	-385.475908531813	-8.42405283165449	-1.12425464405716	1.37722310950336	0.258467456938374	0.242059510432654	0.253008614395742	0.24646441823323
15300000	-789.806323783458	-762.955179600778	-2.68798006627348	-24.1631641164059	3.07364367244837	-0.373936597603685	0.495713350097819	1.2244820250094	0.91887704645667	-374.60745961107	-388.347719989708	-8.06001030276128	-4.46957895785811	1.37722310950336	0.239133556385306	0.242059510432654	0.253008614395742	0.265798318786298
15325000	-785.151068166471	-756.12322840529	-3.01977217721616	-26.0080675839644	3.24357352184289	0.181441239778334	0.440293257225686	1.6786704480477	1.10021184487139	-374.196151042928	-381.927077362362	-8.05546854303905	-4.39578863949085	2.42881123348004	0.239133556385306	0.263966902806025	0.231101222022371	0.265798318786298
15350000	-783.61859387113	-762.657512184418	-2.13195071363467	-18.8291309730773	4.06971772934599	0.56622447416296	0.332388428021314	1.03333852592405	0.965963120848629	-374.277169877109	-388.380342307309	-4.16333457713153	-4.71849957345004	1.80314917649629	0.239133556385306	0.263966902806025	0.231101222022371	0.265798318786298
15375000	-789.827372864595	-759.48040471446	-3.30379786299613	-27.0431702871394	1.7402883434265	-0.721633691704112	0.394221146566177	1.70217188154346	0.797454896817236	-375.392467551342	-384.087937163118	-9.33669499651451	-2.84937656669856	1.80314917649629	0.225747115788239	0.263966902806025	0.244487662619438	0.265798318786298
15400000	-783.736401794269	-757.780942222076	-3.58462893088936	-22.3708306413037	1.46119197826776	-1.61330623608433	0.561415750918953	1.6223824434995	1.37589868822172	-373.927607684763	-383.853334537313	-6.52097005957151	-5.25318339604501	2.02007223055172	0.225747115788239	0.263966902806025	0.244487662619438	0.265798318786298
15425000	-792.959978735409	-762.250145539494	-3.55608422146463	-27.153748974451	1.01564824589406	-1.67832440432863	0.663104126152379	1.03263013938627	0.919253135920203	-378.38969341058	-383.860452128914	-4.35317078375544	-9.32077730529021	2.02007223055172	0.242154807598459	0.263966902806025	0.244487662619438	0.249390626976078
15450000	-813.365069419502	-763.725524230397	-4.01279936594007	-45.6267458231655	3.23150755732061	0.404583427460242	0.427815680338388	1.82334088545087	1.33333808670897	-377.962018840535	-385.763505389861	-9.67010994569095	-9.31559729945846	2.02007223055172	0.163236654084299	0.263966902806025	0.244487662619438	0.328308780490238
15475000	-803.527415275846	-766.386458829678	-1.34866358749093	-35.7922928586762	2.99124208933047	2.06966803574246	0.286830850995373	1.12185760390498	1.16162339344771	-381.111014218682	-385.275444610997	-8.30170048282613	-8.89711895581796	2.02007223055172	0.163236654084299	0.263966902806025	0.244487662619438	0.328308780490238
15500000	-783.654247696941	-766.019391849747	-1.69463431599692	-15.9402215311967	1.40097900260662	0.215323972799203	0.199469854958409	1.02481824707921	0.604810278565137	-377.908937209617	-388.11045464013	-4.52919693530452	-5.94041665039915	3.42162386800327	0.163236654084299	0.263966902806025	0.275319896154587	0.297476546955089
15525000	-800.073232932126	-760.037061425875	-3.25195645555852	-36.7842150506924	3.10364159070738	0.299208788545732	0.375339907826274	2.19067636448221	1.62185035778929	-373.544628508572	-386.492432917303	-9.52124564132198	-10.5890731463686	3.42162386800327	0.163236654084299	0.263966902806025	0.275319896154587	0.297476546955089
15550000	-796.896267128955	-759.61463041249	-3.88070126362213	-33.4009354528428	1.70097474650442	-0.616276611963236	0.466064206417267	3.12757964061652	1.32888150909695	-373.148269940519	-386.466360471971	-8.89854407602236	-10.7523466090778	4.32860146378152	0.188821092008964	0.263966902806025	0.275319896154587	0.271892109030423
15575000	-782.389848183758	-759.297560423303	-2.66751992412599	-20.4247678363282	1.81720383537833	0.0279905691724767	0.331786529499422	1.08822661989679	0.98678861222051	-373.59663499854	-385.700925424763	-4.70166870341167	-6.19732243625863	4.32860146378152	0.188821092008964	0.263966902806025	0.275319896154587	0.271892109030423
15600000	-778.556871733343	-756.072631905669	-1.35378943638191	-21.1304503912923	3.32718893583319	1.60779933448224	0.306211212705821	2.24512773307433	0.91883704485525	-371.135698754615	-384.936933151055	-8.65780865397417	-6.18306531583856	4.32860146378152	0.188821092008964	0.263966902806025	0.275319896154587	0.271892109030423
