Sample	posterior	likelihood	prior	speciescoalescent	birthRate.t:Species	YuleModel.t:Species	TreeHeight.Species	TreeHeight.t:tree_0_1	TreeHeight.t:tree_0_0	treeLikelihood.tree_0_1	treeLikelihood.tree_0_0	treePrior.t:tree_0_1	treePrior.t:tree_0_0	kappa.s:tree_0_0	freqParameter.s:tree_0_01	freqParameter.s:tree_0_02	freqParameter.s:tree_0_03	freqParameter.s:tree_0_04
1300000	-789.828416399184	-756.593010053935	-3.59191274452435	-29.6434936007254	5.8362165781118	0.350592032114319	0.336858127182281	1.73584898164955	1.0211695545379	-373.106035086342	-383.486974967593	-4.62020053385269	-8.2675317006703	1.76228379479858	0.214187027702424	0.306161186476211	0.244290437721309	0.235361348100056
1325000	-784.249220228116	-757.079698857841	-2.78590330295417	-24.3836180673207	1.35972355261551	-1.03177784986575	0.451648419106747	2.47491171203439	0.666164941670351	-372.835201575581	-384.24449728226	-5.14366294449846	-3.08182259424707	1.76228379479858	0.214187027702424	0.306161186476211	0.244290437721309	0.235361348100056
1350000	-784.549634008394	-759.497126564221	-2.12658926668438	-22.9259181774894	2.04481115126362	-0.0939852247673627	0.328352073661627	1.22884787914946	1.47874297631818	-372.460036899757	-387.037089664463	-7.03660770409183	-6.01338796787025	2.06791238069651	0.217488360107202	0.302859854071433	0.244290437721309	0.235361348100056
1375000	-779.254987630004	-757.081018771585	-4.55378476063172	-17.6201840977869	2.18541070039003	-1.8086315280397	0.591014783136876	2.0879779978282	0.910179596106581	-373.173453030643	-383.907565740943	-5.1646624457148	-5.30077189499328	4.61213293558958	0.22006212186247	0.288180591025446	0.241716675966041	0.250040611146044
1400000	-787.892564711026	-759.946820022384	-4.17109935115821	-23.7746453374839	3.01722514737533	-1.37378886299912	0.445741079184639	2.51120571595558	0.985348892454827	-375.485899042198	-384.460920980186	-9.2622135544397	-10.3270484183384	4.61213293558958	0.232937783701919	0.288180591025446	0.241716675966041	0.237164949306595
1425000	-795.595149044657	-762.499267624333	-4.33797286015105	-28.7579085601724	1.11356195660522	-1.69995434789243	0.772310773460988	1.40637378688927	1.00429334861091	-377.517038329409	-384.982229294924	-9.75628458471175	-4.77508641267424	4.61213293558958	0.232937783701919	0.288180591025446	0.241716675966041	0.237164949306595
1450000	-786.101213750048	-758.249186309527	-4.58144129980119	-23.2705861407194	0.896882597266364	-2.32840332973655	0.563616392142607	2.02265199027862	0.962572808966886	-372.850393883665	-385.398792425862	-8.91758923224408	-4.89677868208028	4.61213293558958	0.227750055785592	0.269333595551315	0.260563671440171	0.242352677222921
1475000	-793.796770949267	-764.602206974775	-1.65976383575013	-27.5348001387418	2.59050060649201	-0.122122092478244	0.430149538376734	1.60568510706356	1.59431965773194	-374.850583155893	-389.751623818883	-11.908446119053	-12.1267912948064	1.76464063371022	0.227750055785592	0.269333595551315	0.283251931351772	0.21966441731132
1500000	-795.781699427046	-761.726036321985	-2.79692135833568	-31.2587417467259	3.44461359714407	-0.825978416096472	0.633121091063649	2.56279238258778	1.20218379168107	-371.808742259224	-389.917294062761	-14.8880315974946	-11.9054196793573	1.27262280940935	0.227750055785592	0.269333595551315	0.283251931351772	0.21966441731132
1525000	-790.921617791044	-761.275510872714	-2.19428453498842	-27.4518223833421	3.29977336214719	0.645303034452626	0.308287549075787	2.79779835340009	1.11846667029309	-371.519096876474	-389.75641399624	-10.4230173472218	-8.1947213952192	2.44592161012118	0.237456511223292	0.259627140113616	0.283251931351772	0.21966441731132
1550000	-788.086415837112	-764.722418495751	-2.95132500240258	-20.4126723389588	1.10767968993922	-1.11220989247306	0.38369506093664	1.08998590594881	1.08298392659774	-372.382564136147	-392.339854359604	-6.62726512411342	-5.2199915597694	2.44592161012118	0.244506728197263	0.259627140113616	0.283251931351772	0.212614200337349
1575000	-793.065931473798	-758.214328196275	-3.17256304302775	-31.6790402344948	2.00714671561965	-0.713828514479661	0.523739195772958	1.22423326365382	1.23210801883849	-374.110695678372	-384.103632517904	-9.81975830165322	-8.12839297537266	1.68300564124975	0.227501229235377	0.259627140113616	0.261717249234757	0.25115438141625
1600000	-776.069820607481	-758.671957685286	-7.28701819298805	-10.1108447292071	5.36640946301331	-4.57191618510772	0.495683565659563	1.09726065865295	0.901458599844161	-372.615902305858	-386.056055379429	-1.58676709451281	-1.7911058661875	1.68300564124975	0.227501229235377	0.259627140113616	0.261717249234757	0.25115438141625
1625000	-773.454482724094	-755.502123667407	-1.94371589630778	-16.0086431603787	3.16490323508766	-0.14466869421491	0.429720167293063	2.2381440501777	0.942579342806445	-370.095571224998	-385.406552442409	-6.38417809627681	-8.80188666767784	2.36955339026865	0.227501229235377	0.259627140113616	0.259378807680854	0.253492822970152
1650000	-772.184585832108	-756.546545693532	-3.61308497646545	-12.0249551621108	2.64883988400402	-1.70280655063388	0.639199827869337	1.85323285501563	0.899214517741767	-372.537386338539	-384.009159354993	-7.17351123998697	-1.8441905806044	2.36955339026865	0.227501229235377	0.259627140113616	0.259378807680854	0.253492822970152
1675000	-801.1700851547	-760.503439824266	-3.41890272328349	-37.2477426071501	2.70065386794953	-0.149039292866752	0.390284539114766	1.1506018897687	1.70018304861858	-374.155209483617	-386.34823034065	-10.8317063408937	-13.6150023398307	3.4774048007583	0.250726653901494	0.2364017154475	0.259378807680854	0.253492822970152
1700000	-774.852685089662	-760.217961354679	-3.25004848533457	-11.3846752496485	1.25959044887927	-1.87674922616511	0.591644529046663	0.977452563110316	1.0091275550441	-372.330783500245	-387.887177854433	-2.77115742718351	0.515595928988751	2.49665954484523	0.207658457642279	0.2364017154475	0.30244700394007	0.253492822970152
1725000	-786.61949924752	-762.998601238319	-1.96463375127646	-21.6562642579249	1.91101889025721	-0.182908940800506	0.470371484472532	2.58195899940004	1.13560543026781	-376.563269276937	-386.435331961381	-7.48261817295023	-6.99230152411571	2.49665954484523	0.207658457642279	0.2364017154475	0.30244700394007	0.253492822970152
1750000	-794.75905747339	-757.940434730861	-1.26868653634635	-35.5499362061827	6.1484184160476	3.09039334792376	0.222365271531463	2.33529947463322	0.84493112547723	-372.776157719892	-385.164277010969	-10.1768441801939	-8.26265395858503	2.49665954484523	0.204698007217417	0.306942423757554	0.234866746054877	0.253492822970152
1775000	-806.362557168794	-758.081240466971	-5.25080544284101	-43.0305112589822	7.01854658251758	-0.288117080736771	0.312206351106697	3.389446619933	1.10605310628601	-375.657276866325	-382.423963600646	-10.1794602476267	-8.18809408195579	2.49665954484523	0.204698007217417	0.306942423757554	0.234866746054877	0.253492822970152
1800000	-788.986532630823	-757.096687967263	-3.7008138648989	-28.189030798661	3.94007674291412	0.0519810020816389	0.396436928807178	1.35850912641232	0.776959005419541	-373.854383437895	-383.242304529368	-2.16645475547131	-6.58900562173571	2.49665954484523	0.230739529210805	0.280900901764166	0.234866746054877	0.253492822970152
1825000	-787.745624953261	-755.804645785235	-4.61925780795693	-27.3217213600688	5.02031083877315	-0.239750702660189	0.449035788902404	2.04539891245708	0.814561314204341	-373.657269601255	-382.14737618398	-6.73281459324728	-0.5854350968669	2.50691086676395	0.230739529210805	0.280900901764166	0.234866746054877	0.253492822970152
1850000	-797.374411795201	-757.208049179463	-5.66895631454774	-34.4974063011907	0.480862471697927	-3.66772603322146	0.513251696091321	2.98101123010889	0.982496888250546	-374.951802108234	-382.256247071229	-8.88615770855386	-6.03421037703351	2.50691086676395	0.230739529210805	0.282576982497685	0.233190665321358	0.253492822970152
1875000	-791.00538021708	-755.13969851971	-3.09860100230271	-32.7670806950671	2.10022258829535	0.35994661614753	0.342671377554076	2.26918556509896	1.03804148102357	-370.052326939305	-385.087371580405	-8.00665903655072	-3.917196511746	2.50691086676395	0.230739529210805	0.282576982497685	0.254311284203794	0.232372204087716
1900000	-798.429813719242	-755.258467245603	-7.83328411409297	-35.3380623595461	6.76576028332427	-2.33616664608466	0.380279989764438	1.69880926594346	0.939465256040544	-371.162724934288	-384.095742311314	-3.79698579628943	-5.16148749678102	3.04029825421329	0.230739529210805	0.282576982497685	0.254311284203794	0.232372204087716
1925000	-804.995879046139	-758.420952908013	-4.79940309190694	-41.7755230462193	3.74929103345523	0.45332327505441	0.45138597212831	1.31562649250181	1.37046082782556	-373.827505028178	-384.593447879835	-6.08227005532207	-5.90763029483822	3.04029825421329	0.230739529210805	0.282576982497685	0.254311284203794	0.232372204087716
1950000	-811.330422670019	-760.261587634008	-7.05096548615557	-44.0178695498558	2.62132536722152	-2.30298496062779	0.673570089558464	1.17975934817939	1.65396574054607	-374.632367103251	-385.629220530757	-7.11320493755606	-10.1260437569436	3.04029825421329	0.230739529210805	0.282576982497685	0.254311284203794	0.232372204087716
1975000	-785.625557253306	-758.009365853646	-3.0369277381655	-24.579263661494	3.61930483666734	0.353721721423917	0.408772346881551	1.15514290819448	1.05170526805926	-370.894861308401	-387.114504545245	-4.02495840244794	-6.78732457146522	3.04029825421329	0.215035639702159	0.282576982497685	0.27001517371244	0.232372204087716
2000000	-800.165307787094	-763.503018019426	-3.97681507140276	-32.6854746962656	0.944511762740885	-1.89389779839158	0.526331617957677	2.4913066392269	1.28523957685442	-374.150571847558	-389.352446171867	-11.3506935392987	-9.02371607331674	3.14523774160658	0.215035639702159	0.282576982497685	0.27001517371244	0.232372204087716
2025000	-789.965733590582	-759.486650286156	-3.79101198444567	-26.6880713199805	0.695764204883717	-2.37167735261201	0.490163514498516	1.61211138378153	0.677851797520139	-372.418152509091	-387.068497777065	-9.15872253882764	-3.17115761052071	1.97477968755274	0.215035639702159	0.254174458621249	0.298417697588876	0.232372204087716
2050000	-800.363116370773	-762.454698887472	-5.2051246993046	-32.7032927839957	0.85520631140953	-3.01379051402208	0.844574974001572	1.84210391285495	1.29593953814725	-373.970695744058	-388.484003143414	-6.91901240644547	-7.57033316661994	1.97477968755274	0.218553559648128	0.254174458621249	0.294899777642907	0.232372204087716
2075000	-797.061598144908	-758.475931713044	-4.3208944217677	-34.2647720100965	1.03119593538431	-1.95428134459995	0.616146401351056	1.39462327541657	1.46129953561902	-371.69783316391	-386.778098549134	-8.63529054054191	-9.6196264242465	1.97477968755274	0.218553559648128	0.247934347501969	0.294899777642907	0.238612315206996
2100000	-816.475842857521	-768.834866310183	-4.90607613881465	-42.7349004085236	2.01412100857629	-1.54527671908454	0.512180173731307	4.10108740608402	2.23148649204024	-379.232656579391	-389.602209730792	-15.0526168463238	-8.20187752293276	1.97477968755274	0.218553559648128	0.247934347501969	0.251096117179292	0.282415975670612
2125000	-797.300121232932	-757.156720374777	-4.78334838699165	-35.3600524711632	1.04106171685992	-2.19524356274444	0.532447309938635	2.90066086510995	0.840880006383882	-375.273888195794	-381.882832178984	-9.78582883919382	-6.17773061808491	1.52637920875675	0.218553559648128	0.247934347501969	0.251096117179292	0.282415975670612
